train_input_1,train_output_1
"["".hR)YG\tfArR7ie?d\\)pot|8tN]"" ""@.Rl(+(}n\nH0o]1)4#Fm)"" ""i\""Wk&d0;pEJ!PAmJg#L'+p9mTMql@TAL}m<V,3"" ""*yjHJk]+Ds\""f=/*@45n$cQ+u@S~&;Ddqsh3fZ~4T<DS-Q{[=-"" ""/BZ%+*6xX@h8_s=\n|7?^]1HkpFB"" ""GtR lz+__"" ""nG#`P ;) yNU^d(=-q4QzmE_"" ""\\'`9sV$jIIp[&`4ZmQyEJ_R'"" ""ud>[3:B\""91:A}bBE^GPm(zDx-}a#Eumy[y#3szmGq7Fxzut"" ""<3X99r`B9Q~Sa1T6>=uRn\\3"" ""4H:]QoGV*8ZRND}8R^p~rs`v7KPas"" ""gH5Q\\aUxo1(*Tlrco3E\\FT"" ""QeZPn.j*\n?`|N)GIPl:\t"" ""o3B-\n6M"" ""H>U77+x<)h?m,wLwrN?-L2}@<3,\""z$(M\\Z-=wTn"" ""x3<%T:%Y[-0C{y=\t':<u(b<H7!n@\ntIZ)%$ZtDS;"" ""6Wvybp|)uhb\t+"" "",1]do/7i&3fVa)Qe\\^GWLTKN5 fe[~"" ""_a1 K(*`Usb=NY"" ""U%yGg,wG/BVED`P}=zj/Te~:"" ""~;Tz9ON["" ""_\\j25liWXlX\n=P6&qrP+!"" ""aey\""`d+i4){]e?}?Pu]l^&lBT/(%r\\,RRunQ^q"" ""lE;)~O<;<|u-=}>QHsKU1usluOBSBw5-+btacj("" ""\nky6'*hw*\\UqX\\=oW1_fai\""<={6e2QZJ$JP^YUolc{cse?%yz"" ""6hFyBtsB?&lf0S,hp#-NE]u:X"" ""$:.Sz2_:PJng[=dfNp>!\tB]XJ"" ""%x=,T+z~F]SFJZE}z},"" ""pcy@\""bV{(Y$nu+M_F`3}s2yMZQ6!XLev@'.)gv"" ""M(+*Up:xUMAn[j/{n'}42IL-LESh6~8#r*k^d_TqBN"" ""`(r[c^-4nwlAp\""+a!\thu]9@t3dB->>0*nL[D}"" ""VX.P}}l)@zK7E|Z'W$z%\\JY9h?ev*"" ""wO9mO\""j5W,_U$3cIGgx+Qvc#E,0<J:j%*wDPt.%|YG"" ""i}nvE(L@*Cyv&T7"" ""G&\""T7C:uXEoa{&<VKGMS<D\nV~nU|e:6""]","31
15
42
29
37
42
38
19
25
25
49
39
38
21
8
24
14
30
13
40
39
7
20
22
29
23
47
24
24
9
27
49
38
21
26"
"[""`@/V-t|5=P%~$`'C.xw.tP\t"" ""Ol\""~;Cn> .lH2TzDbbeG''cD5OH8YR"" ""9\""rk("" ""@yxD\tC^w]/\""{"" ""Q8y\\f\""A#,,6buN?\\H'Is9w/3Co{f:F}3b`T<.l2C1m_T}:H?E^"" ""VB;"" ""\nw3Rcl/\\LVR5-K~X~-y"" ""c/+>hP4kayQ{:!:.HRYb&Z@zD-T"" ""Q6q}b,BC0YaWe"" ""2_7O+wX(t:"" ""c"" ""-|Rifc-O@08x_qU8Y.-:dQ8/V2+n2wu\\/iibgD?#\""3C!63(#\\R"" ""N{vA~6IZQ\ndk\\%xCCJ!7yBXcr?4S_mWWJP*&tt2AH"" ""kt,afrgoAuU;H7UP,cBk\t_+$,I6Uh<>+ntwSgEq]E<?E|@y#"" ""N/tJ`_r.GV$C?;&T2sZc:Xj<$#Tr=G{2"" ""Iwupc"" ""S+{QxL-^&P26C(&\""'i&_m\nKWXokG"" "":Zu6xyBA["" ""JR4`x]@^w\\b\t&*[+,jBs+)8moNDV=gM5\\^1{Z>LQ\"""" ""0VYL!nn>a,>=G}m@&a"" ""E% 'V_\tS ;MF"" ""l/}8F.vczc3.~{v^JFL\tf\nYI"" ""Xo_"" ""P]^gUz$3eB`m\tg5=F"" ""M;~7R5q-(.6*R~Vv?GTFd0?QsdK\n=^{t\n))eh@D{QIlK&]"" ""VR16OnI\\0o>2Z]Fois 4zR<$d*n4zgub??kIP?1J"" ""s[$\""{iENXx^s)r#%h:?e5K6MBu+7\""N\""\n=@~03Qh"" ""xpi`(Pcj}lm}7`c/yygB8ldrx:rGCjr7>2:X6-\""a63 3CP"" ""uO,@J"" ""D-u\ttsyNBt8gYoAG'kj S-c+rDW}jHzixZG"" ""0\\FwjZU\\ZL`/rX~}c:k-6]?o;`\""c>y~dWqlJnIq/4J"" ""(c]n^:{z.hJ\""6G-7\\*'n#BT7"" ""wKO]Ip*m`v@5ZevN\""RVk_U&<P)*QEs!J&"" ""@2`&ZBV'^e%7^fI[Bw5}id?b9Ijok@$s2"" ""U-'~GPG>Qb[&\""n+c_trzn+jaiX*Qx\n}c"" ""Z>8'H17rR$}C@p%ne7d@m~B2f9Y4-"" ""y`4}4sKp4"" ""219BFle@p  ~5"" ""=j{@YU  X6o?{w~%?6DGxG0,u(fabm"" ""n\t7u$2WN+"" ""7O i 9!@G*eP.XZx\n17.:g4z;[<+oFM(\""3X5"" "")\n'-;8i\t(jn:IykcI:/%Z]LQ/ [oI) O45ONp0D$!62r"" ""L;e-H3K*PfP)bb\nC1F4=PKWfM_Xc%`YnZ1H{+"" ""SSh@`c_G"" ""A:sH3uD6f{"" ""_MXAKEPxx`bitCvd= z?graW\\ \""h*pD:/iZQ{K&(t=KAGa"" ""Obt_5o(xJ=dq2TNT`CoGbCJXcKAWx;R(""]","32
46
10
8
37
44
36
9
30
13
9
29
32
33
33
24
42
35
5
46
39
40
46
17
3
24
12
18
41
9
28
5
32
48
41
50
1
10
13
27
19
3
50
12
5
30
23"
"[""\n b)Rhlx>!5I2`{zJ"" """" "">-<AQ3w|-\nlmt\""\""I':[YJI"" ""bo8VOKv`El_FV&h{9~\""Z%^n^k&)Y\""$e7z\\UHs}N8bI},."" ""Rqw!e%GYd"" ""]9=]M3iL8=@}%4dwR%\ny59T~;\\T(o$+|-@3v!|:d[CX>]hm"" ""rI]=y&NIe;+^2}5#u_t3`"" ""tAZ0|KAjYa\\oIJUsUmabBP|)iU"" ""C,tsjZPR29)iSAMb:Y=$[VT>"" ""\""pJ\"")ca;bS\n{jGJ{z>TPZm0W"" "">tZnwz&]D.W#~4q"" ""9/SJM?c<ap?\ts<D98-.6"" ""(\tvkNUr{jI!ng5/R62TTbwOr(Sep=m2B_$"" ""#L)%Ug)z$%qVE#L1~&j'^a\""P`g$xP)9)Yx\nNN0@}}rC$@v}k"" ""*\n"" ""i5mrUCpf21\t#nR_ 'ay=i`W\""2N8:e-s\n3Td9Q"" ""KFYLX7E-#9,@*"" ""s^\n} iqu{E*|zvU(H])b&4|W"" ""4x)#N\\coF+3^n^uw$0]\""2l\\a9!"" ""\tqh3}q(Wk.~XRNkB?I\n~?e%wS_;S7e}s6Ga"" ""cx{]`6q=zHs1mQq{9[tmT="" "".%Lbbf6k%|}TZD&8|{S9;f`xuD]8v<4{x&y^yUd"" ""23&VO#K@Dh^Av L>T)$=3eOy[;3JCGj$g'}==L1"" "" 6M(;HSrn3}p.'/K>[TO*L:b*~/.R;"" ""A;3yN5"" ""s!2'G].hdE@W'$6-mni>j>Ds"" ""E<T{!cGgOm?v'z%u[ihPuycng:H\tvT"" ""yK!sy@B="" ""W=!qS'3prtBLpK_E^+W@oo \t)\""U4^q>^g&%|=|]c<j7?PD"" """" ""DW7WYsnr>^"" ""A_~sxW;&eD#y,QEvBE"" ""-)8aJ_rh%**.y[?C%C(Tnku&x%vt-14n"" ""%u0FiAcd~+BYW%Y6q+R,3WAOG;EO}d'$+$*3zN*H(=FV"" ""}h;'cD\""@,>:VWIXH)If!HU[2WH3!bam,NDA6?"" ""B'9'uuOBo!zG]bOY:]!TkHuwM>3\nHM"" ""<siF"" ""uF/vX]3iQ8%d]4KLTj7/JzHt"" ""H#d]9tV2\tr.na&PGw>KU}vSZ\""lHo$WGn#aF-W,"" ""87z]E<9z"" ""g)"" ""NnTj]Ft0mUF,\"":U\\$\n'F^t[e9@,6zv&I/9r/"" ""K1 yUeDG0z-~I."" ""Jw/-}!X S`F=4w9{rJ8GyimcAK_3 c+w`W$E)j0G'2KK..U"" ""5koy!}J"" ""sR#S,0>4vg}6,TzB1K|+?6Tavt/]3IcXhzLJh3iBtnC\n"" ""xhEKW]P""]","7
44
7
47
14
36
2
8
38
24
4
30
37
44
32
18
10
0
46
8
30
24
6
30
39
39
22
35
26
24
13
37
2
48
34
20
15
24
24
26
21
47
9
45
22
0
17"
"[""c47PyWmo(n9#iCXmcU }WuulP\""ud;Hnb2712thoeE""]",41
"[""V[Jk.[voZwN"" ""c@qW26@>d`)'VQt6rlU6>_puK(Z^Y)pVJ"" ""b\t*hq0r?<]xz\nAA5pP8=P\t?eF`"" ""VCJScb?\n]nr.>.y+"" ""dL7T^@##eltA3dN$\n\nwU=j0lIVbe!nP}<3ri5nobv8&UBw`0A"" ""G$3"" ""t~NX{x4?9ZDZqqOhz(\n4>\""lzczi)=%y:fcr&ER4E"" ""F0R%zpWzURER6k nLcP*)1BKk`,S@xtn*G"" "".#Up5Y%ua\nNs+*P2R>2*|L6R>[PS(;\""}a8]|:q&Gj=\""WK"" ""\nQ?mr8"" "" EJV:C- ~8Vbay!y]:\t$ FX*1%:i_O%?4ynd#AG\"""" ""G wY1 '{a"" ""Etk6O.H?)-_={Uc"" ""bHo;\\ms6K,VD|'\\.SNKD5g?.qdt WI\n"" "".\t"" ""A3;C<>l_YCp'y\\_OK~;Qg Qi04kbY=&w@"" ""!b7z}=6nS2@p<_vp`FU>:JGY$i*7X7nyPv\\c"" ""?\nIA]Xz_\""/!rp)>o\\"" ""k:'"" ""{<{-j!p$u}]`:-HX\tUw^/"" ""My:xaMqZy=6mKbYw,b^CZJK"" ""B$l[NPY^@TF})9lC\t|01`ay11w]+Py(_#"" ""He\t6vQcLju,yOF&ISBi;\tTA'le3g=1"" ""~vql4ErIt}"" ""_YpZ1.6!a>ynP[;:=h&P jq-\""vx{#""]","29
10
30
33
23
21
3
17
36
33
2
31
15
9
40
6
45
34
40
3
49
16
26
33
11"
"[""EG[Qc)Mhy?q/Cs5Fl*no}1`"" ""EswZ&ZUl~TwK3aOpp?KL$Q-;liSJi\\ &HIawUoddOSrT"" ""m#6|X]@bCP1lryysrx?GXS3EqzVg=Z4;RhC]gg"" ""Nl@y]9B0EYx}:b#"" "")S<bD7hsGye^AZiq[It8O%\nys"" "",xD8d8f@U)2ZWvy@$0=Ao\nk\""9fx\n&JNl9/`&:f3k}4[i2i"" ""f/AL~w&3\n6#ghj@:ZN|m1*z-Nd?wGc"" ""bf HGdol|aWIA#EW)|%G3?Nhwh!}CcrAU.h2xtN"" "".`i(~VJ*wHa*Lyl:9rc7p0c?J4f3,X$t|xM02j<.y-lT@"" ""C(Pi!Le"" ""1_,3Jw"" "";(h<cy&K"" ""s*ZhsEGo8[8Fm]3 W8.44:ql8p]2Lk9\\jd#DM:"" ""bqWE+Gx3}\""RR5[>kd[7hZRy_:"" ""*5n\\=61RVw?s"" ""qS.D)fgo4z"" ""f_6z2[ttf_VRj]xP/\\AO@F+c4P<#:o"" ""!m7\""\nKR|}5HS6L#WFdV*1N\ne1rv?{Zv]mMP{`4"" ""$0JP\toh9Cq=g?yNr,zF$nfy5wKX`r,TzW;m\tZ'?%|Zry\""P< "" ""y)"" ""O2\t[7H1='=v1\n"" ""H7[])>gL8^VhI&UpJ>to"" ""\\dGamVH'sSKAjMl0AYnl@\t6^S"" ""x7eQYpHDKh"" "".8wa\"".\""s_[Z4n\njJ;"" ""\n<2;\t\n/N+,N+4FP%.]%D#ETI/zbwTLGi<M6iV+x1i;aLGDa"" ""]\""=,,EIeBAvoG\t(8ZT=vc/k*\\"" ""5d!b.Xz<ph6BOx\n"" ""jnMD(^%Oy# MgM'v:O}B3&U0\\\tF` ;=o5-tHeeD"" ""B]E/d"" ""xfx\n1*h_>4y@DS$p9U"" ""NLt\nyt&!it)/\\O;:#"" ""[vD}\\M"" ""*aA5%U<>a|[&aF\\Wd]:(hTJt"" ""GZ]@7DQUBC<n#?VhS"" ""hE>4OA[WPp=W`V?H6c-o(Ig?&Qj[SNpLyn"" ""\\l0*cpJDTs'm8"" ""w0,p]J,\nlh=.Gb[X`[n{\nf,A5R;8nf\\hu*uZ3fs7U2&~ihE=`"" ""\""jEHP$SM..S zD5[9@yLYevti"" ""5-|,e*-a*pM2.p6^,\""Nw\tqqJ8?WD)c_\t"" ""Nl\n` ha]UJ%=K#E9H_))MYfVc\tu8%\nPlx.\t|1s"" ""6bbXyVi;m\nA>sV"" ""e0\\<^%Ysa>\tZ[+\""9cYnUhOiDQIq@?,/]?t"" """" ""tR.7Wipb7Gf~z{"" ""\t;g*qLC55,0mHnY6_\t"" ""{C`W dNn-YEUTdKO\""n0S<9i{""]","24
18
14
0
34
14
38
32
25
49
13
34
17
24
6
17
18
5
39
15
25
47
17
10
25
20
13
2
48
38
30
10
12
25
38
8
6
7
45
39
30
46
25
15
38
44
23"
"[""Zj!e>Pe,-;9F FEt<"" ""qd#m%uzLpk1'@tK=g@u9pokvrY"" ""CG_}Fl$5""]","8
26
17"
"[""_Ql)PR*CgL(ymKyGF{/UkEos~\\jQu9mS6z|"" ""2VA9lJZ;an!#)OL\\Oo4W^!4v4cAcZ<`\tD`#<pL#80A"" ""U/DF7ggS(Cn]A~)WX7$VQqCdy '!0"" ""f:zpK4,v{R__j=Rk\\i@ bKvuBl0ShI"" ""k|7kkr"" ""t8]5UZ|vPSN\""SLu"" ""S6^{^<w~G;;gqDC||I*yvfld}"" ""M8lLePd/a*&6Y7a\nb'cKiPY'"" ""p13QO-,sH&'`*%Y2ZD!(4wGn{z473kh7H7s^zL~{Yu1D"" """" ""<{4O[bn<_muLC^%Yl0)]0+*6hZ"" ""5Fss=PecA?tkL}|U;@S>+DRDJ}sP.SwP\t<"" ""m$\""bC]ha#54W;J`"" ""DINU<lvK#$ca_U\tmMt2'RJ+<nTXAkd|dM]Q*4O{"" "">,]TWvFqk/9a0xtG8\\ANaQ"" ""?O!hThPU#V9?i)?iZ/mKJ9q}"" ""Na9reU7Hy4#3]x fP@U_{;Y7:WP_E\""RTjSQ6 `EoXfl"" ""!=_#lT]V;g1rthw'-Cd\t+"" ""|]]kck)wTWeE;{O:,skn-d,ZY]4WnkH9X`\t?4oT^%:\\"" ""}0I5^<.0_rhaB=l0\nB3k/>)1qjS(?YH_abv\n2K^DAUksyV-Qfd"" ""R8T!=C&E%82:"" ""W)6z"" ""\t#\""'Rjg\nW^d;cJ`hMWf`8r]/?\t']^O"" ""M}iw8KkD'Dr\\ep}AS_Wh*9nAp78pL#PY"" ""|&\\Wl\\6B%^&Erfq~H0.]Gsoy@~[?h1}\nJSf[r%~eARgye?"" ""e`RKw, *R7b ]'oG;F;d>kh4 na\""*=\n(<\nY\nd;km\tHD}"" ""Vz)~yw{pO;i_h[Xm[nQOuUPBepm*0S.Du2s^z%%Aq^l"" ""u:C(lg="" ""kYIMB=QZCK\nBV*A{hxmym<6\t"" ""LT~d]^C"" """" ""q\""L=IN"" ""w?`#"" ""{5u\\a@jOB1Z@p"" ""5W6)JTDkhv,4f}"" "".qbiT\t=HsB)bR\nvy=>jGg:)"" ""a7J;\n'"" ""QIZl\\Jd\t\\Jo$z/%4SS7nqr"" ""3`5 NCP}-oZ$~.H31-.$g""]","21
22
6
23
14
13
4
6
0
7
24
7
43
44
46
32
30
4
12
50
43
21
43
24
22
39
15
34
26
0
44
24
25
15
6
30
29
42
35"
"[""Qf$ p->w=z>"" ""iew&28*>x]\\yhZ\\Cx"" ""?yXJV)"" ""s.E:cm%+i5.McwfiL)|g1ZRk}6|rAl<\n0TUP9tcq?o\""D"" ""Ez)g 3sWzX iTGY&#~l@-]9XfdVV7i#+AwKUs/"" """" """" ""Q c iR;I cc\nk33VTS54dE~r\\7Kud:9/D?n]2Q.KQq\t_-bnf"" ""XoA`{\\-{nkkl)C%LneEd*"" ""n"" ""%-_2^,<Oie|0$J"" ""Fo=YG/=w"" ""_l_Q4gzl"" ""3`DqlJC(7aN&S0hi,r2a4nnamf:~[MP/$cy~|@7i{}&"" ""ticZMvoOKU?}]~iU|\n\\>5h|:!gVl>P\""]0rW*{)jwb!"" "">JR6[+sy+{4KK6uAc_TDGK8ZKs\""{?wVxef1rvgQ&|!-UMQiK"" ""~cDb7CTX`0o-HgM"" ""]t9>=3qqWU|Z),dmL"" ""^w[4`l9b`}-W3K`e/ZXc.t4ji!)N+ Y=U)j{)c\t"" ""d\n5|tG54\tpJ6\\dp1ba@Jv;x"" ""R4.E)nM\n~7&)mg(K"" ""9UP[./cG$NMk9_C]IIa"" ""3x!:5g\\) $'Ih=PIM-90ibE;m'"" ""A5a<Zyh#h~A[:OX~"" ""pb5b~=-#Rs?'x')}_q9FG|X*>{|~x^|lQ*Ip+LRI"" ""]fYJ\t-1o/~u9VL|_9kaw\\U!Mk5QT:Yz+"" "","" ""ru,@u3"" ""iJSSX=:XNZg{vH\nrGnP5r-W=oKQrRq\tirt"" ""+DuJG\t\""3&^JGuy^QRT>`^BB"" ""`WUBR`9RwlGa31/"" ""A?=yv\t,"" ""}X0hBlYLV#<t%%Pu$z%;x:N8:!6[=oRBhn\\"" ""#R9:a )\\N\tAWY[t\""YP@7{pT\tG[?(av"" ""_2\""R*'2`UB<JDJXdj{"" ""_P&\tKga@zJXJXn%,ThH`lv"" ""&dB%83a(YG*vRIxr'V$kw$cIx+J0!S\""AeAe}i"" ""u-<b%*u^>spn~/"" ""EE,\nKf U(7UFJY8 $G2kxvmr-ZNsk7"" ""CT4BBx/uFe`ich.,\tM\n.\nj{k<2CqI)zsk6dQC*e4hPt"" ""AS<~PI@dKGnIrpGJM?\nxIpN."" "")B:.eC}]s<3sp\""I)'nIqd6[`lx%5w{g\""!"" ""~~:l-kgg3J}5##?*\\PV\t#v1PtWSLUDrvBhN!q4JMz~CW+A"" ""A^bej9Dac+}k=GXygC/QKA*\\&>,je\\;$\""x"" ""BY-}wu/t(g/?M669L<r24~dcjZZ:h$"" ""SBg\\<%m|QMIA;d[\tW:iP|7<W<`\n}Y\"" H^64l\\"" ""6@6S[D\t|c\""m+tgR(i-Gy9Ip<;r0~)"" "">yZuoi\\%cUWZHB^2miRXUd[\t_yYvC-1x(.tsYX$%"" ""OszQy*\t\n\t}G0>]*bB@It}u1l4\""t8\\`"" ""Dr;5<#I\nfl!G7M5MgBb0&I(~T~yA4""]","29
30
40
29
37
30
34
46
33
24
43
30
14
37
22
18
30
35
7
15
23
34
6
1
32
40
16
26
19
16
23
39
17
15
48
42
43
8
8
14
1
21
48
0
0
38
44
6
17
11"
"[""+ldn\n~U!Z[?|q&f4Go`wEtwL)?@:r.1H"" ""bD0dK.L%A&_R|uGb>h5^\n(>a`&M*q<11a"" ""VZmy\\m3ptFr>\\0<?n\""*Kc187MJ>]0"" ""iq%"" ""=Y'e1i'(z.d0dB7\nd/:39=n,"" ""]QtY[9hm\\qNq ##:<gs@GcY&37A"" ""'h"" ""#\nhpx&wG{Aye$NNb}{Kic.\n;5f[#p:zr%9fH$'"" ""U:%T}"" ""DCeaCK/U:VOK-G<rf^[;z)I$Xd3@:}+[WB/s\""m["" ""t_PEU,/O,mQ\""}~`Q:/_\t"" ""o%sy=#iJP0 Qewg3F+I));T4#"" """" ""DUjwtEY8Q%lV\""YYxPlUktBO:PR_u'l\\>qM]!t`0-5Lo/^j3Cq"" ""(vin%%\\-UNWX8C"" ""\t=<f\n\t2Oh(EkC Qclh!{"" ""M_H2ca_@313~}|3uGzamZg-2-EPs"" ""6s#,U8c91g~j]4"" ""\""A8JZ\""k'7&Nw;g\\kx@2U049Or@{q*-R{i\""""]","34
14
28
20
14
49
0
25
20
39
5
38
2
27
24
3
29
33
32"
"[""|K:K$d\""o0?Gg$\""!vF|~PD\nD?n2NFyrL<%uD"" ""FbX/"" ""~@~v9),.2Y2DK+sjdaMhL]DU1kLn)Y2)0x"" ""jTgjnAL3c"" ""(&^tQnDsE7X]B1XGdwWT\n0n,~k\n'"" ""BDxOI%okw`Lb(pStya[s21c\\X!saAbRo+;KBv>HHa>jVR"" ""h1l+$R_3#3$fo[^ds;Ypg\nv3?%F""]","27
45
28
9
34
4
35"
"[""n\no7$ngIjjA{*RM;V~pqI1-Evie+]XH]D-CAbW"" ""l[uH8Rc97yZg )rJK8*g9B%>zMzaxAA-\nMEIEp32P_b17WcbN5"" ""izzq94vt(Wg._L'EgR;7kEc0:`N%."" ""kB0!fH#/x%D6tV~7kk_BEl0<X%-G5D"" ""(cWQRR2za9X@yz\n\""yf.d}_',sV)X;iw"" ""i)&uYR\tHre<z$ @ICUgYur~%I5+8+nfa[mp\\Y>+L]0"" ""RtR L\\|>BUhN*z@p%r}I52TMo,jFs"" ""+2\t`pzNDd6>M&Z^[s0SG[D&ng.q\"",N&OUos;oz"" ""c^HT{nlt"" ""'1-qcVB\\ec,JPPY\\-@$:c"" ""5gaL^vQ&YL$nIy-pNwo>'pO6^Oi_:'nv51JB\tV[cgCF0"" ""-h~>M!cC]O?@FAvKo}7Tn%>aC?1XimC;HyP1XeSv[wE\""A9lb1K"" ""5,t~DRxS]c,8"" ""~?@Yhe!Ww}MB$Ce5PUyd&HR?;\\R!&ez4m6HvR)H?:%CGK,RR:"" ""u>i\n\""By9KPL'5|L\\hLLmCM.vA,vMQI{l6G)9>UlBJz\""w"" ""n7n3P\n<H=\t:`~9kNKGEh9]t&8-l#I Y"" ""OyEiB@Jo/rLYfuu^{gp~ \nl_"" ""j|^X<lr"" ""9_vIix(rF-n>E$2jg<_[05)ko94Ii\""iD"" ""RkY<K:$Uc\tl}a97ZTA~u 7$"" ""CmjK}i82E6o[1QHp`JH"" ""=MMOIE[#wN+R"" ""1U{c?gQ^GQkGC.35"" ""9k#KEQ|j &d `iubD##rmp\""f,\nsW-M1S$fX`O|I{"" ""g038~g_<b46U.@/EqT_&V9p)g:gz[o"" ""8x5M>uQ7EHm|)b\""CzQ](7"" "",3C~[>t8Pas)2QeimIgNq%veFpb7IEYS@14\n\\1tAcsg.k}A$7a"" ""'k yzF=>7^\"".RaT*=_pLUQG(~~m{UU\\>?5F |Gu\\"" ""6/BB\nlzMW9.`qrT^_\nF9;vk]crvXM<Y|T\n\""08)+du"" ""$2<z\nXZY\""/\n\n9M!oTf<Nf:K"" ""Ijj*^9r]bs?jZ8K\\{0+pT_$5MyP]Dz++mZ$*kgNm"" ""x[arMFM +-g R6 e4|6h4B*\t|FCJ=8Z3AR6S4sG9p_~$gY/B"" ""Z\\"" ""^yv#4RuA]lGcaS@[.T:@\nz"" ""$:|eN1jiR27"" ""}FzaVJ>:Tz^rJqi=qU|Fcfmk#^"" ""x:?4e\""+@+%~`n$Q#sSRx.9^TG"" ""J@\n`wT]ZOn1vh@_\""$qET]uZ&hrVC|onY<nZ7y@"" ""(H\t^}a6t]G=_k^b>Ha!Ik}9S5H{dUkK2'u@^"" ""lCJ#0z,AlU!~7/Pv5d$t"" ""Ubsn^Q>;z(\ti+<V\naYu+B:\\lRU+f7B]NhPY3u"" ""5\\l:)r#<ZJRy5~99~9|1f+gHTEX[dLx2ghD0kq(5"" ""V4@20l%o3MbE>[b)/4\\%We.\txBKY0}&\toZW>O+;\n)<X^-"" ""Lrm]9hS3<vXW\t0kRx`h>7^3@\"".Z3"" "">Z}\t(!U0hMw}^\nOXgA`E_a""]","22
28
45
40
37
20
36
38
25
26
11
22
2
48
40
23
41
40
50
21
30
40
16
12
19
23
32
7
24
31
44
49
12
50
44
21
8
38
29
42
31
30
29
50
38"
"[""b4'|p`:Fe(R(Rui6rtqJg1kJKg<[C#+@6ovT_u3VY"" ""he%pL%x"" ""e&{jqgYxBk GK,-\""_+E-/c}$89 2X.j?(RF&lnibC@3gr7u/9"" ""P4CDAgLEV{NjfT\n,db[k""]","20
49
7
41"
"[""]Sd21U7n5p*dIqP`<+"" ""-CnLO;#t/9-.$}k%MAu"" ""6oNE[3VC*B_ K}fk?|/(EJr_-kR);/q)N<c"" ""GNHeRR\""Dc]3*ITq0$f;TL$$DBj'L"" ""0zPfa{\\p|oN;+i:#|ILPN LvscmmUuny:g:ZG0T{TAJV"" ""6,or-`L46`j|7"" ""XAR~DfYK`4e{?-E, af"" ""w"" ""Z[=z{k!"" ""{Pb73pJBs=TY`_su3S"" ""/.q\""/VMXtm 2t5&PvnZ\\sT~.KC~$z(`Vy\t\ty\tBa3OX8DSVx"" ""fBI;Y4Za^iC4b.cw/w*p)4x}z<2u!r@@O#T\\jYU\nYV`e`@F(bL"" ""n$v&Hk7H'diQja,*Soi7G4\"""" ""k<%@Pmw$WC_o'h"" ""+jW$,3|LkV0|(:0q"" ""\"" UGa"" "">yt j]l6qIb-NNC<`cp'B"" ""{tX\""^q$UWfD@6"" ""agQbjLuQHfewM%y~"" ""u.#+LWnD=p(aFACo;(pdXm7z0rR{EEmp"" ""hMjT^:B#3wMY.r\n0y-.HGL~Dsv5g*:[X`vCq.6~\\x=-"" ""TMCTQ]oBXFG(S^45a`4\""*P;T5wbF{'=?-btI\\P="" ""-ZF5s/\nn- )U|-p7h/3!w]@#W%#(B3Z^;dg2f5"" ""OBD#nO0\tV-$}i)\"">~;@]`KlkqdQ(j=hj!\""z/m<"" ""^YpB5ZTz0.0SHBLI2L4{t$o?b*hn\nKPm@$DAi"" ""9cDv^q\\w>\nc"" ""pcmnl"" ""[zc"" ""s\""GePf^u.qIa?U?sh)X>SNQ@~A{S<*c:rS9Rgv2`'"" ""GcTDelTMsz4Ss0\nt@iXGlSEt-p+\""nwsTLc"" ""MTM>zrSZHKs\\j\"""" ""%be4i"" ""EBHY:FCc_v\""]OKy({H-,95."" ""ACJv1S?\\#c]vhl@c^P\t{kT66JJ]x{@=5lr<|"" ""jW\t2XqV8+<[%1_/X*H6YD=Y]"" ""L}%O5b/|y.-@.cn9-VoXJ\n~r~fa}x"" ""M&VZ-os\"">[\""4umGWlltp%$"" ""g^35Q4Z"" ""wjin!m4[T|aJ9-tcqd0""]","19
7
22
29
24
36
23
5
14
34
41
3
5
11
37
38
38
39
43
32
16
13
21
5
16
14
23
50
47
18
7
1
19
13
44
28
35
19
18"
"[""qQR,kD:&-h\n,5^qirq;/_GVSC$:d`nM"" ""Vb&CK?gpR`w8\""Ih1N\\v0"" ""\\I SCLQhW5=<vRP"" ""7 D_t1?g2BX\\nrH{`Ci_$R3"" ""u|}0:G%?'B^*7~W%P4).>;[Nv]^ie("" ""15pf?DRij6al*KmVf"" ""p=GA.NP3x*R'*_3dh1HGKh6\""&PamU;3"" ""O<p(t$O\t>~'W\\clDWwDg%u<jDf/A{M~yjzh$th`"" ""dDN~+9WoT,""]","10
39
31
17
30
23
15
20
31"
"[""=?UrtDX."" ""(qD5I'f;1Wyy\t_o(MvT LbK[!/H8.:`H\\UASnY"" ""W!F\nG'Fk*g&Dl z?!}.lUeK,e,lR&-qn _OE=R(WJLW6p7CNw}"" ""1(!UwRh&7yoss6@G|_85XvB\""<%Vb3bp/:{S$9UJ$/%uz(_-"" ""X$S8!.aMR&t0UJEoF.!a"" ""Z..[8uQP\tBc}L>8S"" ""GPwL>\\HMb#f%P9ELgn.3/"" ""zC,-FI-bvOtTE*\""|taZ9<H[K{[L's{p|Vaj#4Hq."" ""nt{~j4b5f\\eCE~rX Tv`V=^i\""|fq`y61q14v3bRl"" ""LR}kn(yR5|xZ<dU"" ""ePP&f6:uGI6IRL@_d\nr_d1sc?DN4I;/:"" ""o@{ugv3ZvZ#Sx/OO*sV"" ""eo}rUwv+'4VYyG+@qI0R$CdmOV%>4G4?#oTZ"" "")vxE\\0-z\t~+ybTV\\J"" ""?C"" ""GfI'H!a0 <[""]","11
2
17
36
19
32
15
40
40
21
16
20
47
50
38
8"
